Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),normalization,normError,normCross,normCrossError,nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,RL_fortran_qvcenter_nu,RT_fortran_qvcenter_nu,RL_fortran_qvdata_nu,RT_fortran_qvdata_nu,RL_fortran_qvcenter_ex,RT_fortran_qvcenter_ex,RL_fortran_qvdata_ex,RT_fortran_qvdata_ex,RL_fortran_q2center_nu,RT_fortran_q2center_nu,RL_fortran_q2data_nu,RT_fortran_q2data_nu,RL_fortran_q2center_ex,RT_fortran_q2center_ex,RL_fortran_q2data_ex,RT_fortran_q2data_ex,RL_fortran_qvcenter_w2,RT_fortran_qvcenter_w2,RL_fortran_qvdata_w2,RT_fortran_qvdata_w2,RL_fortran_q2center_w2,RT_fortran_q2center_w2,RL_fortran_q2data_w2,RT_fortran_q2data_w2,bc_qv_ex,bc_qv_nu,bc_qv_w2,bc_q2_ex,bc_q2_w2
6,12,1.2044,10.79,0.3379999999999999,193308.4608,4479.1,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,193869.05533632,4494.121473738716,0.0022899952858255,0.3357100047141744,2.894010933453939,0.0031,1.2075,0.8664,0.8694999999999999,1.0051544163705737,0.0368980080459231,0.0371253414401175,0.1513693414401175,0.3890621305654374,1.4775034290888824,0.932201913571894,0.0337507034243542,5744148.585549935,132711.3080780388,0.1164645238992527,0.1161655259496976,133.74700001632425,133.06114745957134,25929404.547231555,601075.2648214953,66.59167779701008,1.543676419326764,25796438.95995387,597992.9601183734,66.25019669859314,1.535760470416768,0.340~0.428,0.38,0.035~0.045,0.04,0.00231,0.0315,0.00215,0.0318,0.00227,0.0315,0.00214,0.0317,0.00213,0.0318,0.00215,0.0318,0.00213,0.0318,0.00214,0.0317,0.0022,0.0315,0.00215,0.0318,0.00215,0.0319,0.00215,0.0318,1.1638350391699512,1.0,1.0942442270747388,0.950138161806637,0.9564637954166904
6,12,1.2044,10.79,0.3419999999999998,197842.5124,4575.8,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,198416.25568596,4591.153363046371,0.0022899952858255,0.3397100047141743,2.894010933453939,0.0031,1.2075,0.8624,0.8655,1.0051544163705737,0.0367276571315837,0.0369545520602894,0.1539185520602893,0.3923245493979307,1.4851804024687103,0.9308425108870672,0.0335126513366471,5920637.364462585,136539.48039008837,0.1164645238992527,0.1161655259496976,139.36746228585673,138.6527880851251,27652770.03121393,639857.3931729494,71.01761047999165,1.6432763538627873,27510967.05226941,636576.214312778,70.65343326692339,1.634849658022052,0.340~0.428,0.38,0.035~0.045,0.04,0.00252,0.0315,0.00221,0.0319,0.00246,0.0315,0.0022,0.0319,0.00218,0.032,0.00221,0.0319,0.00218,0.0319,0.0022,0.0319,0.00232,0.0315,0.00221,0.0319,0.0022,0.032,0.00221,0.0319,1.2439190474841177,1.0,1.1395675616075505,0.9436017528243322,0.9531084874662835
6,12,1.2044,10.79,0.3459999999999998,190677.9389,4487.9,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,191230.90492281,4502.888202149773,0.0022899952858255,0.3437100047141743,2.894010933453939,0.0031,1.2075,0.8584,0.8615,1.0051544163705737,0.0365573062172443,0.0367837626804614,0.1564997626804613,0.3956005089486885,1.4928573758485382,0.929461092754926,0.0332733894500405,5747262.544741347,134879.5561311392,0.1164645238992527,0.1161655259496976,145.20628254319467,144.46166696208496,27767928.811212342,653847.6565417778,71.31336028632376,1.6792060301056533,27625535.299817108,650494.735826462,70.94766647280235,1.6705950874383615,0.340~0.428,0.38,0.035~0.045,0.04,0.00278,0.0313,0.00227,0.032,0.0027,0.0314,0.00226,0.032,0.00223,0.0321,0.00227,0.032,0.00223,0.0321,0.00226,0.032,0.00248,0.0315,0.00227,0.032,0.00226,0.0321,0.00227,0.032,1.3445672689003527,1.0,1.1931721105824364,0.9427815083991131,0.9498514746801825
6,12,1.2044,10.79,0.3499999999999998,181747.0814,4339.8,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,182274.14793606,4354.239385043106,0.0022899952858255,0.3477100047141743,2.894010933453939,0.0031,1.2075,0.8544,0.8575,1.0051544163705737,0.0363869553029048,0.0366129733006334,0.1591129733006333,0.3988896756004514,1.5005343492283665,0.9280575102960512,0.0330331387488961,5517917.910303051,131377.1613708678,0.1164645238992527,0.1161655259496976,151.27083495155074,150.4951204390682,27572762.548370272,658669.4273543975,70.81213593817677,1.6915892611891177,27431369.84656588,655291.7806725965,70.44901239539521,1.6829148175034971,0.340~0.428,0.38,0.035~0.045,0.04,0.00311,0.0311,0.00234,0.032,0.003,0.0311,0.00232,0.032,0.00229,0.0321,0.00234,0.032,0.00228,0.0321,0.00233,0.032,0.00266,0.0314,0.00234,0.032,0.00231,0.0322,0.00234,0.032,1.4691114187521455,1.0,1.2564147780648103,0.93896093075176,0.9491709014525216
6,12,1.2044,10.79,0.3539999999999998,187735.1296,4483.1,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,188279.56147584,4498.015902993709,0.0022899952858255,0.3517100047141743,2.894010933453939,0.0031,1.2075,0.8504,0.8535,1.0051544163705737,0.0362166043885654,0.0364421839208054,0.1617581839208053,0.4021917253261252,1.5082113226081946,0.9266316146765552,0.0327921071986399,5741612.160979052,136712.77581655182,0.1164645238992527,0.1161655259496976,157.56870885026834,156.76069893740285,29666967.404642824,708746.5582226925,76.1904551655161,1.8201969258080968,29514835.65258038,705112.116784847,75.79975168454787,1.8108629839985104,0.340~0.428,0.38,0.035~0.045,0.04,0.00355,0.0307,0.00241,0.032,0.00338,0.0308,0.00239,0.032,0.00234,0.0322,0.00241,0.032,0.00233,0.0322,0.0024,0.032,0.00288,0.0312,0.00241,0.032,0.00237,0.0322,0.00241,0.032,1.633878737329742,1.0,1.3281729538050902,0.9379422117131916,0.9457248763034557
6,12,1.2044,10.79,0.3579999999999999,179408.0505,4338.5,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,179928.33384645,4352.888753090453,0.0022899952858255,0.3557100047141743,2.894010933453939,0.0031,1.2075,0.8464,0.8495,1.0051544163705737,0.0360462534742259,0.0362713945409773,0.1644353945409772,0.4055063434041165,1.5158882959880224,0.9251832571304752,0.0325504903755367,5527668.91590902,133285.24240177334,0.1164645238992527,0.1161655259496977,164.107714399031,163.26617256639392,29527627.62316672,714342.6243029223,75.83260391538575,1.834568695459292,29376210.40335824,710679.4863243812,75.44373549011827,1.8251610554362183,0.340~0.428,0.38,0.035~0.045,0.04,0.00413,0.0303,0.00248,0.032,0.00389,0.0304,0.00246,0.032,0.0024,0.0322,0.00248,0.032,0.00239,0.0322,0.00247,0.032,0.00314,0.031,0.00248,0.032,0.00243,0.0321,0.00248,0.032,1.8551282741189743,1.0,1.4155464896305978,0.9341950719542149,0.9394146960554289
6,12,1.2044,10.79,0.3619999999999999,175782.3529,4303.2,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,176292.12172340995,4317.428320528128,0.0022899952858255,0.3597100047141743,2.894010933453939,0.0031,1.2075,0.8424,0.8455,1.0051544163705737,0.0358759025598865,0.0361006051611493,0.1671446051611492,0.4088332241405403,1.5235652693678503,0.9237122889825748,0.0323084720726046,5456529.213985746,133191.07107045193,0.1164645238992527,0.1161655259496977,170.8958883761945,170.01953689192146,30127598.755646367,737830.7483371958,77.37344471135604,1.894890697258348,29973104.893108413,734047.1636202586,76.97667487821147,1.8851737269388391,0.340~0.428,0.38,0.035~0.045,0.04,0.00494,0.0298,0.00256,0.0319,0.00457,0.03,0.00253,0.0319,0.00246,0.0321,0.00256,0.0319,0.00245,0.0321,0.00255,0.0319,0.00345,0.0308,0.00256,0.0319,0.00249,0.0321,0.00256,0.0319,2.1841011865145457,1.0,1.5280342757196357,0.930332047293039,0.9386475456707875
6,12,1.2044,10.79,0.3659999999999999,174487.4858,4346.1,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,174993.49950881998,4360.410058033123,0.0022899952858255,0.3637100047141743,2.894010933453939,0.0031,1.2075,0.8384,0.8415,1.0051544163705737,0.035705551645547,0.0359298157813213,0.1698858157813212,0.4121720705983379,1.5312422427476786,0.9222185616715578,0.032066224881873,5457252.924329848,135535.13131060355,0.1164645238992527,0.1161655259496977,177.94150013605497,177.02901886316013,31138605.816657424,775897.9069347564,79.96990450798252,1.9926544525099927,30978927.52547729,771919.114414659,79.55982006897908,1.982436151158843,0.340~0.428,0.38,0.035~0.045,0.04,0.00617,0.0292,0.00264,0.0318,0.00556,0.0295,0.00261,0.0318,0.00252,0.032,0.00264,0.0318,0.00251,0.032,0.00263,0.0318,0.00384,0.0305,0.00264,0.0318,0.00255,0.032,0.00264,0.0318,2.6945785462575125,1.0,1.6644527263571505,0.926451359045351,0.9350232902152533
6,12,1.2044,10.79,0.3699999999999999,163675.5066,4131.3,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,164150.16556913996,4144.860295834131,0.0022899952858255,0.3677100047141743,2.894010933453939,0.0031,1.2075,0.8344,0.8375,1.0051544163705737,0.0355352007312076,0.0357590264014932,0.1726590264014932,0.4155225943333205,1.5389192161275065,0.9207019267736996,0.0318239107532858,5158076.48034557,129817.48321341824,0.1164645238992527,0.1161655259496977,185.25305773004885,184.3030829023896,30409320.098576963,767848.0436671476,78.0969590852709,1.9719808616432937,30253381.573330183,763910.5307219409,77.69647908155699,1.9618685741477924,0.340~0.428,0.38,0.035~0.045,0.04,0.00826,0.0286,0.00273,0.0316,0.00711,0.0289,0.00269,0.0317,0.00258,0.0319,0.00273,0.0316,0.00257,0.0319,0.00272,0.0317,0.00433,0.0301,0.00273,0.0316,0.00262,0.0318,0.00273,0.0316,3.60420276256583,1.0,1.8404782861631905,0.9224461111717513,0.9314042292185654
6,12,1.2044,10.79,0.3739999999999999,167180.6104,4260.8,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,167665.43417015998,4274.75414175108,0.0022899952858255,0.3717100047141743,2.894010933453939,0.0031,1.2075,0.8304,0.8335,1.0051544163705737,0.0353648498168682,0.0355882370216652,0.1754642370216652,0.418884515137126,1.5465961895073346,0.919162236026894,0.0315816815306347,5308945.757290394,134913.65226601213,0.1164645238992527,0.1161655259496977,192.83931419706107,191.8504371630462,32332487.33992614,824340.6570563246,83.03602095429336,2.1170647142967782,32166686.84267713,820113.450859487,82.6102135173629,2.106208439038757,0.340~0.428,0.38,0.035~0.045,0.04,0.0127,0.028,0.00282,0.0315,0.00997,0.0283,0.00278,0.0315,0.00265,0.0318,0.00282,0.0315,0.00264,0.0318,0.0028,0.0315,0.00497,0.0298,0.00282,0.0315,0.00269,0.0317,0.00282,0.0315,5.745148798258783,1.0,2.0764777459153874,0.921471356073697,0.9277419470586187
6,12,1.2044,10.79,0.3779999999999999,160526.7188,4150.9,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,160992.24628452,4164.449786096385,0.0022899952858255,0.3757100047141744,2.894010933453939,0.0031,1.2075,0.8264,0.8295,1.0051544163705737,0.0351944989025287,0.0354174476418372,0.1783014476418371,0.4222575607870594,1.5542731628871629,0.917599341355119,0.0313396794649726,5137009.98328511,132448.70626833703,0.1164645238992527,0.1161655259496976,200.7092740282181,199.6800399613645,32312636.875938103,835843.6932943737,82.98504116030679,2.1466067148257983,32146938.17156279,831557.499704822,82.55949514697494,2.1355989486439286,0.340~0.428,0.38,0.035~0.045,0.04,0.0299,0.0273,0.00291,0.0313,0.0172,0.0277,0.00287,0.0313,0.00272,0.0316,0.00291,0.0313,0.00271,0.0316,0.0029,0.0313,0.00583,0.0293,0.00291,0.0313,0.00276,0.0315,0.00291,0.0313,16.39650889565635,1.0,2.3985682064914084,0.9174721816529398,0.9240785224905106
6,12,1.2044,10.79,0.3819999999999999,154576.2115,4079.8,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,155024.48251335,4093.0580113728834,0.0022899952858255,0.3797100047141744,2.894010933453939,0.0031,1.2075,0.8224,0.8255,1.0051544163705737,0.0350241479881893,0.0352466582620092,0.1811706582620091,0.4256414668027647,1.5619501362669903,0.9160130948933226,0.0310980377060172,4985024.585115667,131191.55744063517,0.1164645238992527,0.1161655259496977,208.8721998117413,207.80110638715607,32380304.68724024,854926.0307925254,83.15882506187121,2.195613812847508,32214258.983370457,850541.983270098,82.73238788736793,2.184354739021555,0.340~0.428,0.38,0.035~0.045,0.04,0.0,0.0,0.0,0.0,0.108,0.0271,0.00296,0.0311,0.00279,0.0314,0.00301,0.0311,0.00278,0.0314,0.00299,0.0311,0.00706,0.0289,0.00301,0.0311,0.00283,0.0313,0.00301,0.0311,-14.338661711933481,1.0,2.889702669926062,0.9135636689869813,0.9202919271175153
6,12,1.2044,10.79,0.3859999999999999,154902.2821,4108.2,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,155351.49871809,4121.536495065573,0.0022899952858255,0.3837100047141744,2.894010933453939,0.0031,1.2075,0.8184,0.8215,1.0051544163705737,0.0348537970738498,0.0350758688821811,0.1840718688821811,0.429035976209666,1.5696271096468186,0.9144033490127308,0.0308568807720985,5034582.071515222,133137.2419118502,0.1164645238992527,0.1161655259496976,217.3376190636503,216.22311509948509,33763724.8493594,895764.9287214938,86.71171303991632,2.3004959256440856,33590584.988199085,891171.4599592917,86.26705671056618,2.288699017958604,0.428~0.523,0.475,0.025~0.035,0.026,0.00274,0.0323,0.00311,0.0308,0.00274,0.0323,0.00306,0.0309,0.00386,0.03,0.00311,0.0308,0.00383,0.03,0.00309,0.0309,0.00272,0.0316,0.00311,0.0308,0.0037,0.0302,0.00311,0.0308,0.5967939012801559,1.0,0.6919649853638404,1.2450059367480681,1.2295055181947738
6,12,1.2044,10.79,0.3899999999999999,148530.5243,4043.6,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,148961.26282046997,4056.655427625101,0.0022899952858255,0.3877100047141744,2.894010933453939,0.0031,1.2075,0.8144,0.8175,1.0051544163705737,0.0346834461595104,0.0349050795023531,0.187005079502353,0.4324408393090933,1.5773040830266467,0.91276995634658,0.0306163249992404,4865419.439601759,132073.33016292163,0.1164645238992527,0.1161655259496977,226.11533125032523,224.95581531321903,33682425.28611732,917271.9857858794,86.50292018813322,2.3557301679802207,33509702.32786553,912568.2291662,86.0593345453122,2.343650019950493,0.428~0.523,0.475,0.025~0.035,0.026,0.00272,0.0322,0.00321,0.0306,0.00272,0.0322,0.00316,0.0307,0.004,0.0297,0.00321,0.0306,0.00396,0.0298,0.00319,0.0306,0.00274,0.0314,0.00321,0.0306,0.00384,0.03,0.00321,0.0306,0.6095752310714576,1.0,0.70200166216025,1.2450177857890317,1.2265287071502056
6,12,1.2044,10.79,0.3939999999999999,133863.6365,3786.4,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,134251.84104585,3798.533380476688,0.0022899952858255,0.3917100047141744,2.894010933453939,0.0031,1.2075,0.8104,0.8135,1.0051544163705737,0.0345130952451709,0.0347342901225251,0.189970290122525,0.435855813455006,1.5849810564064748,0.9111127698162712,0.0303764789699932,4419598.5050956,124649.07482333016,0.1164645238992527,0.1161655259496977,235.2154150091717,234.00923398266613,31578102.50734496,893473.6055150159,81.0986161976708,2.294611368734317,31416170.48390201,888891.8866229367,80.68274374250166,2.282844636966064,0.428~0.523,0.475,0.025~0.035,0.026,0.00271,0.0321,0.00332,0.0303,0.00271,0.032,0.00326,0.0304,0.00415,0.0294,0.00332,0.0303,0.00411,0.0295,0.0033,0.0303,0.00277,0.0311,0.00332,0.0303,0.00398,0.0297,0.00332,0.0303,0.624318636922842,1.0,0.7134352131921691,1.2410221630275693,1.2232487712475462
6,12,1.2044,10.79,0.3979999999999999,137005.7535,3883.6,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,137403.07018515,3896.039792029542,0.0022899952858255,0.3957100047141744,2.894010933453939,0.0031,1.2075,0.8064,0.8095,1.0051544163705737,0.0343427443308315,0.034563500742697,0.192967500742697,0.4392806628372082,1.5926580297863029,0.909431642657951,0.0301374439226544,4559214.462174863,128862.95234482986,0.1164645238992527,0.1161655259496977,244.6482355738679,243.39368318874563,33615418.68322928,953159.2608456068,86.33083439643427,2.4478955647380567,33443039.333805382,948271.4748319848,85.88813120690344,2.4353427939728447,0.428~0.523,0.475,0.025~0.035,0.026,0.00271,0.0319,0.00343,0.03,0.00271,0.0318,0.00337,0.0301,0.0043,0.0292,0.00343,0.03,0.00425,0.0292,0.00341,0.0301,0.00281,0.0308,0.00343,0.03,0.00413,0.0295,0.00343,0.03,0.6410976940002929,1.0,0.7264136808445167,1.2328828654760624,1.2239901527775607
6,12,1.2044,10.79,0.4019999999999999,139887.5897,3954.7,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,140293.26371013,3967.3739648034175,0.0022899952858255,0.3997100047141744,2.894010933453939,0.0031,1.2075,0.8024,0.8055,1.0051544163705737,0.0341723934164921,0.034392711362869,0.195996711362869,0.4427151582709462,1.6003350031661308,0.90772642844952,0.0298993141415313,4692190.029712318,132267.24804723062,0.1164645238992527,0.1161655259496976,254.42445241093063,253.11976773639444,35694036.79639211,1009396.9485044924,91.66912388174168,2.592324719283731,35510998.32528884,1004220.7764944594,91.19904602592496,2.579031318037815,0.428~0.523,0.475,0.025~0.035,0.026,0.00272,0.0316,0.00355,0.0297,0.00272,0.0315,0.00349,0.0298,0.00445,0.0289,0.00355,0.0297,0.00441,0.029,0.00353,0.0298,0.00287,0.0305,0.00355,0.0297,0.00428,0.0292,0.00355,0.0297,0.6582173436919547,1.0,0.7411386153361672,1.2327857293932158,1.220542884957018
6,12,1.2044,10.79,0.4059999999999999,127077.9884,3714.3,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,127446.51456635998,3726.1305549691456,0.0022899952858255,0.4037100047141744,2.894010933453939,0.0031,1.2075,0.7984,0.8015,1.0051544163705737,0.0340020425021526,0.034221921983041,0.1990579219830409,0.4461590769927705,1.6080119765459588,0.905996981138066,0.0296621773289022,4296600.116478258,125220.07264722482,0.1164645238992527,0.1161655259496976,264.5550270745986,263.19839296916973,33716616.11166659,985766.5698533516,86.59072877758398,2.531637380378907,33543717.823387828,980711.5740611996,86.14669285366828,2.51865518287248,0.428~0.523,0.475,0.025~0.035,0.026,0.00275,0.0312,0.00367,0.0294,0.00276,0.0312,0.0036,0.0295,0.00461,0.0286,0.00367,0.0294,0.00457,0.0287,0.00365,0.0295,0.00295,0.0302,0.00367,0.0294,0.00444,0.0289,0.00367,0.0294,0.6782313133420457,1.0,0.7578902181484095,1.2285481187861942,1.2171179074838645
6,12,1.2044,10.79,0.4099999999999999,134058.4684,3913.2,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,134447.23795836,3925.667005196792,0.0022899952858255,0.4077100047141744,2.894010933453939,0.0031,1.2075,0.7944,0.7975,1.0051544163705737,0.0338316915878132,0.034051132603213,0.2021511326032129,0.4496122024625366,1.6156889499257872,0.904243155067728,0.0294261149593403,4568976.8474069,132983.91600138432,0.1164645238992527,0.1161655259496977,275.05123128730725,273.64077280828786,36979878.34362451,1079759.5434033335,94.97141128503844,2.7730293413250973,36790246.0968654,1074222.553090047,94.48439935026364,2.758809289559701,0.428~0.523,0.475,0.025~0.035,0.026,0.00281,0.0308,0.0038,0.0291,0.00281,0.0308,0.00373,0.0292,0.00478,0.0283,0.0038,0.0291,0.00473,0.0284,0.00378,0.0292,0.00305,0.0298,0.0038,0.0291,0.0046,0.0286,0.0038,0.0291,0.6989887393662425,1.0,0.7743420748135063,1.2241195073624525,1.2134905910626468
6,12,1.2044,10.79,0.4139999999999999,129743.505,3863.4,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,130119.7611645,3875.6652401234855,0.0022899952858255,0.4117100047141744,2.894010933453939,0.0031,1.2075,0.7904,0.7935,1.0051544163705737,0.0336613406734737,0.0338803432233849,0.2052763432233849,0.4530743241714155,1.623365923305615,0.9024648050079837,0.0291912026170631,4457499.16066976,132348.09304299514,0.1164645238992527,0.1161655259496977,285.9246552533152,284.45843802361856,37204447.852603376,1108148.2476595647,95.54814880161786,2.845936971867172,37013664.01685997,1102465.680507959,95.0581793657382,2.831343050894931,0.428~0.523,0.475,0.025~0.035,0.026,0.00289,0.0304,0.00394,0.0288,0.0029,0.0304,0.00386,0.0289,0.00496,0.0281,0.00394,0.0288,0.00491,0.0281,0.00391,0.0289,0.00318,0.0294,0.00394,0.0288,0.00477,0.0284,0.00394,0.0288,0.7234457635121723,1.0,0.7931963699319556,1.21982694151445,1.213875557711773
6,12,1.2044,10.79,0.4179999999999999,124136.2948,3778.0,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,124496.29005491998,3789.949790698036,0.0022899952858255,0.4157100047141744,2.894010933453939,0.0031,1.2075,0.7864,0.7895,1.0051544163705737,0.0334909897591343,0.0337095538435569,0.2084335538435568,0.4565452374557825,1.6310428966854429,0.9006617861823697,0.0289575103169625,4299274.650762825,130467.01731767836,0.1164645238992527,0.1161655259496976,297.1872162133506,295.6632447444629,36998705.87031151,1126324.62788592,95.01976398008672,2.892617398073821,36808977.07628544,1120548.8525363791,94.5325040934362,2.87778410059474,0.428~0.523,0.475,0.025~0.035,0.026,0.00302,0.0299,0.00408,0.0285,0.00302,0.0299,0.00399,0.0286,0.00514,0.0278,0.00408,0.0285,0.00509,0.0279,0.00405,0.0286,0.00334,0.029,0.00408,0.0285,0.00495,0.0281,0.00408,0.0285,0.7497551984340283,1.0,0.8148599848364305,1.2195427937543053,1.2102071354892543
6,12,1.2044,10.79,0.4219999999999999,123905.3932,3840.9,13,0.1883210262901881,0.0088400300118026,0.9911599699881972,0.0089188731178358,1.0029,0.00069905,124264.71884028,3853.01230152033,0.0022899952858255,0.4197100047141744,2.894010933453939,0.0031,1.2075,0.7824,0.7855,1.0051544163705737,0.0333206388447949,0.0335387644637289,0.2116227644637288,0.4600247433168447,1.638719870065271,0.8988339542976288,0.0287251028099687,4325997.357167175,133712.3151624391,0.1164645238992527,0.1161655259496976,308.8511672484504,307.267383218247,38379303.46162098,1190007.346747192,98.56540305561356,3.0561668188838023,38182494.98440404,1183905.007395867,98.05996118637674,3.0404948424930125,0.428~0.523,0.475,0.025~0.035,0.026,0.00321,0.0294,0.00423,0.0282,0.0032,0.0294,0.00413,0.0283,0.00533,0.0275,0.00423,0.0282,0.00527,0.0276,0.0042,0.0283,0.00354,0.0287,0.00423,0.0282,0.00514,0.0278,0.00423,0.0282,0.7811218530624403,1.0,0.8425741221330305,1.2149142621540538,1.2064477029875251
